cycle,row_id,claim,tier,scope,disposition,provenance,verification_level,dedup_canonical_of,cites_canonical,supersession_chain,correction_note
C2,R23-C2-39,Mathlib Hall/matching API fit at the pin: prefer the primed Finset.all_card_le_biUnion_card_iff_existsInjective'; no packaged defect-Hall or bipartite König exists at the pin,computation,"signature, [Finite ι], [DecidableEq α], the Tychonoff/CofilteredSystem import cost of the unprimed form, and SimpleGraph/Hall.lean's [G.LocallyFinite] scaffolding all verified at source; negative searches replay byte-identically, and the one defici hit was dismissed by reading the file, not by filename. Now MORE load-bearing, not less, since deficiency rather than Hall is the object of interest","(extracted, best-effort, from provenance prose: retained)",ADJ-T §3 C2-T4b §3 retained; §2 table,exact computation,,,,
C2,R23-C2-40,"The live fork for C3: ""Hall may not be the right tool — an explicit injection needs no subset-quantified hypothesis""",computation,"untouched by the refutation, precisely because it carries no subset-quantified hypothesis","(extracted, best-effort, from provenance prose: retained)",ADJ-T §3 C2-T4b retained; §5.3 recommended C3 aim (iii),exact computation,,,,
C2,R23-C2-41,Source fidelity: SEMANTIC-CONTRACT.md §3 verifies term-for-term against r19 c7-T1 §2 (ASCII-vs-Unicode only); the canonical registered claim text is verbatim-identical across all 7 citing CLAIMS.csv rows,computation,"the cycle's cleanest OB-R23-RECOVER result. The c9-T1 marked-block dependency is reproduced at citation fidelity + ONE frozen order-18, p=7 certificate (matching_count = 498, factorized_flow = 498, byte-identical) — C8-T1's universally quantified Theorem 3.1 is NOT reproduced, confirmed, or tested. T6b's ""9 rows"" is 7; its ""17/14"" is 18/15","(extracted, best-effort, from provenance prose: retained)","ADJ-T §3 C2-T6b F-4, F-2 retained; two integer citations rejected",exact computation,,,,
C2,R23-C2-42,A1.1's occurrence parenthetical is inaccurate; A1.1's operative premise is RETAINED IN FULL and BINDING,computation,"""governed RTree"" appears in 29 r19 RETURN.md files spanning cycles 1–9, not in c1-T1 only (T6b's 325-file corpus count rejected as the measure — not like-for-like). No seat may cite T6b Finding 1 as dissolving, weakening, or discharging A1.1. Every r23 actual-tree result carries the premise. Recommended: a proposal-only erratum correcting the parenthetical, leaving the premise untouched",(no controlled disposition field in this cycle's schema; see provenance),"ADJ-T §3 C2-T6b F-1, D-4",exact computation,,,,
C2,R23-C2-43,"Standing-duty interpretive ruling (duty 3, wall-clock): the duty is discharged by LOCATION — outside evidence/ and outside every hashed manifest — never by filename; it reaches the RETURN.md's own evidence-inventory table, since the RETURN is a sealed member of the stage manifest; verbatim quotation of an already-sealed timing literal as finding content is exempt and must be declared inside the hashed artifact",computation,"under this reading F3, F6 and U1 each violate duty 3; only F3 additionally falsely certifies (""No wall-clock field appears in any hashed JSON payload"" is false — twin_hub_result.json carries ""…\|P\|=1240 already costs ~1.5s…"", sealed). That distance is the whole difference between CRITICAL and MAJOR here. Errata, never a re-cut of sealed evidence",(no controlled disposition field in this cycle's schema; see provenance),ADJ-F CR-F-2 / ADJ-F-5 (reach) + ADJ-U §6.3 (symmetric carve-out). Convergent; adopt the union — see §6.5,exact computation,,,,
C2,R23-C2-44,"Standing-duty violation (duty 2, replay paths): U3 and U6 wrote __pycache__ into sealed trees",computation,"published invocations put sys.path[0] at the sealed evidence/scripts/ directory, so CPython writes .pyc files inside the seal. An --out-dir flag does not cure a command whose interpreter writes into the tree. No sealed byte altered, no digest moved — MAJOR, not CRITICAL. Aggravating and material: envelope_audit.py's walk() structurally cannot see this class, so a deferred audit would certify such a tree ""1:1"" afterwards",(no controlled disposition field in this cycle's schema; see provenance),"ADJ-U §6.2. Remedy binding on C3: copy scripts out of the sealed tree first, or PYTHONDONTWRITEBYTECODE=1 with an absolute path",exact computation,,,,
C2,R23-C2-45,Instrument caveat: envelope_audit.py must not be adopted as the C3 standard without an extension fix and a declared blind-spot list,computation,"its TEXT_EXT omits .jsonl and .sha256, so ""334 wall-clock values, files_scanned: 199"" is a LOWER BOUND over 197 files; walk() drops __pycache__ and .DS_Store unconditionally; it enumerates only false-positive classes and declares no false-negative class — three genuine duty-3 violations pass it as clean (compact JSON, string-valued timings, .log files never opened). Its _UNHASHED-naming critique is correct: a suffix cannot make a sealed file unsealed. Its acceptance-criterion clause 2 is rejected and replaced: ""refuses any output path inside a SEALED tree (cycles/)"" — the original ""inside the ",(no controlled disposition field in this cycle's schema; see provenance),"ADJ-U §4.4 U4-F3, U4-F4, U4-F6, U4-F11",exact computation,,,,
C2,R23-C2-46,Topology defect (controller scope): three of nine C2 critic seats each audited one same-orientation target,computation,"CRIT-2 (F) → F5b; CRIT-3 (U) → U6; CRIT-5 (T) → T4b (disclosed unprompted, and audited ""under the same adversarial standard""). Contrary to SOLUTION-CONTRACT.md §3's cross-orientation rule. A controller allocation defect, not a critic fault. Mitigated in fact, not in form — the F-lane instance returned two MAJOR findings against its same-orientation target, ""hardly a captured critic"", and a third instrument corroborated independently; dispositions are retained without discount. AMENDMENT S1's own wording already forbids this defect",(no controlled disposition field in this cycle's schema; see provenance),ADJ-F §6 / ADJ-F-2. C3 remedy: mechanical pre-dispatch lint of the 36-critic plan against declared stances,exact computation,,,,
C2,R23-C2-47,"Isolation: two self-disclosed breaches, both credited for disclosure, both charged",computation,"F6 grepped a sibling T-route return for AMD-9 formatting — contamination assessed NIL (the two matched lines are boilerplate specified verbatim in F6's own dispatch; a critic independently re-derived 9 of F6's 15 rows). U5 read a sibling C2 return and then certified universal non-dependence — the certification is REJECTED, refuted by the certifying document's own two later sentences; contamination confined to those two corroborative/rhetorical sentences; no finding, quotation, hash, scope, tier, gate or proposal content is affected. Ruled explicitly a hygiene/false-certification CRITICAL, not ",(no controlled disposition field in this cycle's schema; see provenance),ADJ-F §3; ADJ-U R-C1,exact computation,,,,
C2,R23-C2-48,"Correct conduct, zero fault, preserved: routes T4, T6 and F5 STOPPED on the Incident-A Stage-1 amendment-trail mismatch exactly as dispatched",computation,"their blocked stubs are preserved unmodified; substantive successors T4b/T6b/F5b are adjudicated in their place; nothing in the stubs is carried forward as a claim. F5's Finding 3 (the charge/isolation conflict) was correct and load-bearing — the controller struck that wording for the re-dispatch. F3 did not stop and its content reached Stage 4 by a path its dispatch did not authorize; the dispatch text was the defect and no fault is charged, but the synthesis records how the content arrived",(no controlled disposition field in this cycle's schema; see provenance),ADJ-T §3 stubs; ADJ-F CR-F-6 + process note,exact computation,,,,
C2,R23-C2-49,"Cross-portfolio agreement obtained without contact: U1's broom(handle=3,bristles=6) at p=6 and F6's broom_L=2_b=6 are the same 9-vertex tree, and two independently written instruments in two isolated routes agree exactly",computation,"\|P\|=12, \|N\|=66, S=−54, \|F\|=7. Real cross-route agreement, credited — and still evidence, never proof",(no controlled disposition field in this cycle's schema; see provenance),ADJ-U §5.5,exact computation,,,,
C2,R23-C2-50,No decisive event was produced by any r23 route in C2,computation,"no positive S(T,p) on any governed row, on any face; no Hall-deficient cut found by any route. The only decisive event in view is the controller-verified external refutation",(no controlled disposition field in this cycle's schema; see provenance),"ADJ-T §3 T5, ADJ-F §4.6 F6-6, ADJ-U §9",exact computation,,,,
C3,R23B-C3-F1-01,"The order-91 no-branch-center cut is MIXED — 66 satellite slices properly cut, the arm slice wholly inside (forced: W_{a2} = {h}, h adjacent to every center)",proved_informal,"Order-91 T22, p = 34 = x+2. Anchors: X = 1020660578375268831042, Y = 1006434057637648542672, deficit = C(67,33) = 14226520737620288370 = 67·d_u with d_u = C(66,33) − C(66,32) = 212336130412243110 uniform on all 67 tags; P = 6,533,318,342,644,086,823,410, N = 7,032,072,523,191,088,241,946, 67 favorable; same row S = −498754180547001418536. Γ(X) = Y exactly, via Delete-saturation. [A1.1]","(extracted, best-effort, from provenance prose: retained)","retained — ADJ-F §7/F1, §3.4, digit-exact against receipt-2 and three independent critic legs plus ADJ-F's own",exact computation,,,,
C3,R23B-C3-F1-02,"""Deficiency does NOT localize to a single tag; mixing is essential""",computation,"Narrowed to: ""No FULL tag slice of X is deficient; deficiency first appears at a 66-slice union."" F1's evidence is full-slice granularity only. The satellite-only union is 66 CENTER-FREE SLICES, not 66 complete tags (66 complete tags = 6,526,098,914,210,070,557,670, not deficient) — the phrase ""66 tags, arm excluded"" is a prose hazard and must not be read as tag-closed. Minimal deficient union of whole satellite slices is exactly j = 66 (at j=65 the margin is −8,348,076,634,899,098,685); sub-slice granularity remains OPEN. [A1.1]","(extracted, best-effort, from provenance prose: retained_narrowed)","retained_narrowed — ADJ-F §3.1, §7/F1, with CRIT-F1-U's closed form recorded as a C3 refinement. This narrowing is what dissolves the apparent F1/F4 conflict",exact computation,,,,
C3,R23B-C3-F3-01,The one-step within-tag double count (p−1)X ≤ E·D_v(X) fails to certify X ≤ D_v(X) on the order-17 row and on the order-28 margin row,proved_informal,"Narrowed, and this is the wording of record: ""…It therefore cannot be a universal certificate below the face 2p ≥ n. It is not dead row-by-row below the face: R23-C2-14 certifies at 2p = n−2 and at 2p = n−3."" [A1.1]","(extracted, best-effort, from provenance prose: retained_narrowed)","retained_narrowed — ADJ-F §4.1. Must not be registered with the unqualified verb ""kills"". Sharpening adopted: on tag v=0 of T\ the actual degrees still close the count; what fails is the r19 generic constants (p−1 vs n−p−1) once n ≥ 2p+1","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C3,R23B-C3-F3-02,"The design-space law: E ≤ n−p−1 for every target on every row; hence E ≤ p−1 always on 2p ≥ n, and E > p−1 forces n ≥ 2p+1",proved_informal,"Extensions of a target B lie in V(H_v) \ B, so E ≤ V(H_v) − B = (n−2) − (p−1). Exact, one line","(extracted, best-effort, from provenance prose: retained)","retained as exact — ADJ-F §4.4, ""the strongest retained item in the F portfolio"". Corroborated 0 violations over all trees of order ≤ 14 (35,394 governed rows, CRIT-F3-T) and all 2,192 scan rows (CRIT-F3-U); independently re-derived by CRIT-T5-U (B ⊆ N_{H_v}[B], V(H_v) = n−2). Consistent with both witnesses: 17 = 2·8+1 exactly; 16 ≥ 2·7+1 with slack","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C3,R23B-C3-F3-R1,"C3-F3's ""52 / 50 / 3"" first-failure breakdown over the two declared families' n ≤ 16 points",rejection/narrowing (see provenance),"Unreproducible from F3's own sealed f3_scan.json. The sentence's own preamble scopes it to ""the two declared families"", which hold 308 points at n ≤ 16, not the 105 implied by 52+50+3; and even restricted to the single-tail family the triple is wrong. Corrected: both families, 308 points → 211 / 97 / 0 (non-exclusive 211/238/24); single-tail only, 105 points → 52 / 53 / 0 (non-exclusive 52/90/15). No n ≤ 16 point in either family fails by ""v1 unfavorable"" alone, so the published ""(3)"" has no referent at any reconstructible scope","(extracted, best-effort, from provenance prose: REJECTED)","REJECTED — ADJ-F §4.2, upholding CRIT-F3-T MAJOR-1 with CRIT-F3-U concurring, figures reproduced independently by ADJ-F. No integer of the obstruction narrative may reach a ledger row. Damage contained: 2,192 points, 432 successes and min-success n = 17 all reproduce exactly, and nothing in the witness, the aggregate, the ceiling lemma or R23B-C3-F3-01 depends on the triple",exact computation,,,,
C3,R23B-C3-F4-01,W4 (tag-closed-cut Hall) SURVIVES the C3-F4 screen — the only one of seven weakenings to pass all three bars,proved_informal,"Criterion (i): G = F gives P ≤ Γ(P) ≤ N, i.e. S(T,p) ≤ 0 by BRIDGE-2. (ii) the no-branch-center cut properly slices every satellite tag and wholly contains the arm tag, so it is not in the class. (iii) W4 routes no subset-indexed nonnegative payment and prices no collision termwise. Strictly weaker than all-cut Hall (all-cut ⟹ tag-closed, never the converse), so the order-91 refutation does not transfer and A2.2 is not engaged. [A1.1]","(extracted, best-effort, from provenance prose: retained)","retained, and strengthened — ADJ-F §3.2, §7/F4","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,"W4 / tag-closed-cut Hall (the TRS2 alias-lesson precedent) [members: R23B-C3-F4-01, R23B-C3-F4-01a, R23B-C4-F1-01, R23B-C4-T5-02, R23B-C5-U1-04]",
C3,R23B-C3-F4-01a,"No tag-closed cut on the order-91 row is deficient, over all 2^67 — W4's remaining-proof item 1, discharged for that row only",computation,"PROVENANCE, and it is load-bearing: CRITIC-SOURCED, not route-sourced. Primary: CRIT-F4-U §2(C) — maximal-independent-set-by-size DP on the 89-vertex forest H_sat gives 0 maximal independent 33-sets (parity: hub-excluded maximal sets have even size 66−2k, hub-included exactly 67; 33 is odd and ≠ 67), so D_sat = C_33(sat) entirely; Hall on every tag-closed cut then follows from three exact inequalities. Concurring by an independent route: CRIT-F4-T F-6. C3-F1 does NOT discharge it — F1 tests 1 of 2^67 − 1 nonempty tag-closed cuts (the arm-tag singleton is the only tag-closed sub-cut of X). One exact row: computation, never proof","(extracted, best-effort, from provenance prose: retained)","retained — ADJ-F §3.3, and ADJ-F §8 item 1 upholds the scope-import hazard against recording it under F1's name. Items 2–4 stand: the general theorem is OPEN and is now known to require cross-tag Retag flow (at k=22 the arm tag's Delete image C(66,32) is smaller than the tag itself); a proved W4 yields exactly per-row P ≤ N = the O14 row via BRIDGE-2, never O14",exact computation,,,"W4 / tag-closed-cut Hall (the TRS2 alias-lesson precedent) [members: R23B-C3-F4-01, R23B-C3-F4-01a, R23B-C4-F1-01, R23B-C4-T5-02, R23B-C5-U1-04]",
C3,R23B-C3-F4-02,"W1, W2, W3, W5 KILLED; W6 screened out as not-a-mechanism; W7 fails bar (iii)",proved_informal,"W1 kill strengthened to a structural identity: g_arm = Δ_33 applied to x(1+x)^66 = C(66,33) − C(66,32) = +212,336,130,412,243,110 — the SOLUTION-CONTRACT §6 positive marked gap, located and forced (exactly one leaf on the row has g > 0). W2: arm singleton +212,336,130,412,243,110; each satellite triple −22,680,296,212,609,711,893; narrowed — the ""1/107th"" compensation ratio refers to a satellite support group (≈106.81), per leaf ≈1/35.6. W5 ⟹ W1 via 34·C(66,32) = 33·C(66,33). W6 literally is S(T,p) ≤ 0, the O14 row (R23-C2-11). [A1.1]","(extracted, best-effort, from provenance prose: retained)",retained (W2 retained_narrowed) — ADJ-F §7/F4. Recording W6 so no later seat re-proposes it is endorsed,"unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C3,R23B-C3-F5-R1,"C3-F5's ""every fixture value used was read from its pinned file and hash-verified … never transcribed"" and the Verdict's ""reproduced digit-exact from genuine opens of the pinned files""",rejection/narrowing (see provenance),"FALSE as written. battery_f5.py contains exactly three open( sites resolving to two pinned files (FIXTURE-HASHES.txt, witness-report.json); every other expected value is a module-level literal. Aggravating: the two most load-bearing transcriptions are the order-91 cut integers — the A2.2 refutation fixture itself — taken from receipts that no seal F5 verified covers. Verbatim the defect class the C2 gate rejected at R23-C2-30","(extracted, best-effort, from provenance prose: REJECTED)","REJECTED (CRITICAL) — ADJ-F CR-F-1, both critics concurring, mechanism verified by ADJ-F in the sealed bytes. Narrowing that survives: ""FIX-1/FIX-2/FIX-3 are opened and hash-verified; the remaining twelve controls compare against module-level literals, each of which CRIT-F5-T and CRIT-F5-U independently verified against its pinned source."" No numeric verdict is disturbed. The consequence to record",exact computation,,,,
C3,R23B-C3-F5-R2,"C3-F5's ""BATTERY PASS — 15/15 controls, no instrument control failure, no CRITICAL"" and both EINST planted-control entries",rejection/narrowing (see provenance),"The planted controls are TAUTOLOGIES. planted_fn = (Emax > 0) if Emax >= 1 else True (True on both branches); planted_fp = not (Emax > 106) (True for any Emax a row of this size yields). Neither predicate can evaluate False; a dead E-detector returning 0 passes EINST. Published planted_low_threshold_fires: true on the P10 row at E_max = 0, P = 0 is a literally false control result. All three EINST rows have E ≤ p−1, so the only detector that matters for the T5/F3 charge (E > p−1) is exercised in neither direction","(extracted, best-effort, from provenance prose: REJECTED)","REJECTED (CRITICAL, instrument control failure) — ADJ-F CR-F-2. By F5's own charge text, ""Instrument control failure = CRITICAL"", landing on the one seat whose entire charge is the control battery. Surviving: ""15/15 controls executed; every numeric result independently reproduced digit-exact; no mathematical error found. The two EINST planted entries are VOID and the P10 bar is non-discriminating;",exact computation,,,,
C3,R23B-C3-T1-01,"support v = s_v: existence, uniqueness, and nbrs v = {support v} for degree-one v",Lean,Every G : Graph n of the C1-T6 encoding and every degree-one v; the tree hypothesis is neither needed nor carried (broadening disclosed). [A1.1] for any actual-tree reading,"(extracted, best-effort, from provenance prose: retained)","retained — ADJ-T §3/T1. Sorry-free; axioms ⊆ [propext, Classical.choice, Quot.sound]; byte-identical replay on both critic seats; corroborated on 1,420,298 governed rows (CRIT-T1-U) and all labeled trees orders 2–8 plus every graph on ≤5 vertices (CRIT-T1-F) — bounded zeros, corroboration only",sorry-free lemma,,,,
C3,R23B-C3-T1-02,"xOf = x(T) (first strict descent): exists_first_descent, xOf_spec, eq_xOf_of_first_descent",Lean,"Every G : Graph n, n ≥ 0 included; closes Tree.lean's open existence edge case (i_0 = 1, i_{n+1} = 0, both proved); the getD sentinel provably never the value's source","(extracted, best-effort, from provenance prose: retained)","retained — ADJ-T §3/T1. Load-bearing for T1-03's rank floor, not decorative",sorry-free lemma,,,,
C3,R23B-C3-T1-03,BRIDGE-1/2 landed as actual-tree statements,Lean,"Narrowed: identification discharged for the hypotheses, for BRIDGE-1's two right-hand carriers (univ \ {v,s}, univ \ insert s (nbrs s)) and for BRIDGE-2's rank floor. NOT lifted: (G.C v r).card, G.P p, G.N p, G.S p, G.Favorable p still route through the support stand-in in every _actual statement. _hT non-load-bearing; the floor's load-bearing content is p ≥ 1. [A1.1]","(extracted, best-effort, from provenance prose: retained_narrowed)","retained_narrowed — ADJ-T §3/T1, concurrent critic findings. Any promoted row must carry an explicit R23-C1-ELIGIBILITY-HAZARD cross-reference (S = +2 on P5 and S = +6 on K_{1,3} at the ungoverned p=1, BRIDGE-2 holding)",sorry-free lemma,,,,
C3,R23B-C3-T2-01,"The Lean merge: LC-1/LC-2/LC-3 sorry-free together in one artifact; 72 declarations, zero sorryAx; 57/8/7 axiom-set partition",Lean,"Extended by CRIT-T2-U's own Lean.collectAxioms metaprogram to all 94 project constants: 0 sorryAx, 0 axioms outside the three. lake build exit 0 at the pin with zero sorry warnings","(extracted, best-effort, from provenance prose: retained)","retained — ADJ-T §3/T2. First sealed artifact in the run with zero sorryAx over the union, at that exact scope. See R23B-C3-T2-02 for the debt it creates",sorry-free lemma,,,,
C3,R23B-C3-T2-02,"C3-T2's headline ""MERGE EXECUTED — the merge debt (ADJ-T D-2) is discharged""",rejection/narrowing (see provenance),"Read as: the D-2 merge debt is discharged for the C3-T2 artifact over LC-1/LC-2/LC-3 (+LC-4/5/6/7 carried). The gate must carry forward a NEW reconciliation debt: at the C3 close the run holds three divergent Lean lineages — T2 (7-conjunct THM_R23_A, THM_R23_C absent by decision), T3 (13-conjunct, THM_R23_C with sorry), T6 (C2-era Theorems.lean, sorryAx on both) — and no single sealed artifact exhibits the completed THM_R23_A and THM_R23_C proved together. Neither project is a superset of the other. A scheduling consequence of Stage-3 isolation, not a defect of any route","(extracted, best-effort, from provenance prose: retained_narrowed)","retained_narrowed — ADJ-T R-C5, D-6, verified by ADJ-T directly from the sealed bytes. Compounding and sustained: the xOf existence lemma is ORPHANED — T2 deferred it to C3-T4, and C3-T4's return does not mention xOf at all (zero occurrences), so no seat owns it; it must be re-aimed at C4 explicitly. (Mitigation recorded: C3-T1's exists_first_descent proves exactly that claim sorry-free in a diffe","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C3,R23B-C3-T3-01,"THM-R23-A completed: thirteen conjuncts — C2's (1),(2),(3),(4a),(4b),(4c),(5) byte-unchanged plus (4d) tag-not-in-active-set, (4e) cross-family target distinctness, (4f) Delete/Retag mutual exclusivity, (4g) per-edge Delete-label uniqueness, (6) P/N membership characterization, (7) block-disjointness cardinalities",Lean,"C1-T6 groundwork-encoding scope; _hT/_hp consumed nowhere, so the content is graph-general — nothing is tree-specific or governed-rank-specific (disclosed). [A1.1] for any actual-tree reading","(extracted, best-effort, from provenance prose: retained_narrowed)","retained_narrowed — ADJ-T §3/T3, clause count verified by ADJ-T directly from sealed bytes. #print axioms = [propext, Classical.choice, Quot.sound], no sorryAx; byte-identical replay on both critics. ADJ-T D-1's placement ruling executed: (6)/(7) are inside the theorem, not satellite lemmas",kernel,,,,
C3,R23B-C3-T3-03,Multi-edges are unrepresentable by type in a Prop-valued edge encoding; (4d)–(4g) are the non-trivial residue,proved_informal,"Narrowed: (4d),(4e),(4f) carry the encoding-specific simplicity weight (all route through tag_not_mem_of_mem_C); (4a) and (4g) are generic Finset.erase_inj facts stated in relation binders — structurally the shape CR-T-2 faulted in (4b)/(4c)","(extracted, best-effort, from provenance prose: retained_narrowed)",retained_narrowed — ADJ-T §3/T3,"unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C3,R23B-C3-T3-04,"In-domain inhabitation in the route's own evidence: DB(3,2), n=7, p=4: x=2, F_4={2,3,4,5,6}, P=5 (blocks 1+1+1+1+1), N=21 (5+5+5+3+3), S=−16=P−N, 18 Delete + 18 Retag edges",computation,"Reproduced on three further instruments including Lean kernel decide with a real Connected proof. The R23-C2-03 debt is discharged as to provenance — read as provenance-only closure: the row is the same DB(3,2) fixture CRIT-1 supplied in C2, so the agreement is three-way in computation, not in choice of instance. S = −16 ≤ 0 is evidence of nothing about O14","(extracted, best-effort, from provenance prose: retained)",retained — ADJ-T §3/T3,exact computation,,,,
C3,R23B-C3-T4-01,"LC-5 completed: lc5_independence_downward_closed, lc5_rank_decrement, lc5_delete_domain(_exact) re-landed with hq removed to match the R23-C2-05 narrowed clause verbatim",Lean,"The removal is sound (A ∩ W = {q} ⟹ q ∈ A; if q ∉ A both sides false under activity); hq bears exactly once, in the rank decrement","(extracted, best-effort, from provenance prose: retained)","retained — ADJ-T §3/T4. The two lemmas C2 called ""unformalized and unnamed"" are now both named and proved",sorry-free lemma,,,,
C3,R23B-C3-T4-02,"lc5_dom_delete_complete = ""Dom(Delete) exact""",Lean,"Exact surviving scope: for A independent, A.card = p, (A ∩ W).Nonempty, q ∈ A: A \ {q} is independent, has card p−1, and ((A \ {q}) ∩ W).Nonempty ↔ A ∩ W ≠ {q}. An abstract Finset/SimpleGraph statement — it formalizes no H_v, no Ind_r(H_v), no C_r(v). ""Delete(q) lands in C_{p−1}(v) exactly when A ∩ W ≠ {q}"" is docstring-level identification","(extracted, best-effort, from provenance prose: retained_narrowed)",retained_narrowed — ADJ-T §3/T4. R23-C1-DELETE-DOMAIN is proved modulo an identification that is C3-T1's charge; T4 does not claim otherwise,sorry-free lemma,,,,
C3,R23B-C3-T4-03,LC-7 re-landed at ι := tags of N; lc7_tags_of_N(_pairs) with hDD/hRR/hDR discharged by the targets' first coordinate,Lean,"Narrowed: ""hypothesis-free""/""needs nothing"" overstates — the theorems carry hD/hR, definitionally satisfied by the tag-grouped families. Restate as: the disjointness hypotheses are discharged from the tagging alone; no structural graph input is needed. The C2-rejected source-indexed reading (ι := sources of P) is correctly named rejected","(extracted, best-effort, from provenance prose: retained_narrowed)","retained_narrowed — ADJ-T §3/T4. The Lean proof is what carries this claim, replaying sorry-free byte-identically on both critic seats — see R23B-C3-T4-04 for what does not carry it",sorry-free lemma,,,,
C3,R23B-C3-T4-04,"C3-T4's mandatory certification receipt ""certifies the tags-of-N instantiation"", 103 rows / 30 non-vacuous / all_identities_hold: true",rejection/narrowing (see provenance),"The receipt is a NULL CONTROL for its charge-mandated object. check_cut files each target into Dimg/Rimg under the key t[0] and then tests ok_hyp = all(t[0] == w …) — it re-reads the key it filed under, so ok_hyp is a tautology and cannot fail; ok_add/ok_sub are equally tag-blind, since the buckets are fibres of a function of the target, degenerating the identity to D ∪ R = D + R − D ∩ R, true for any grouping function. An instrument invariant under arbitrary re-tagging certifies nothing about ι. Two fault injections are not merely reproducible — they are forced","(extracted, best-effort, from provenance prose: REJECTED)","REJECTED as a certification of ι (CRITICAL); retained_narrowed as evidence — ADJ-T R-C1, D-3, sustaining CRIT-T4-U's CRITICAL and rejecting CRIT-T4-F's minor grading. Exact surviving scope: the receipt certifies (i) inclusion–exclusion on the constructed Delete/Retag images and (ii) BRIDGE-2 row consistency on 103 governed rows (30 non-vacuous) — and NOTHING about the tags-of-N grouping. The insta",receipt,,,,
C3,R23B-C3-T5-01,The smallest order in the charged bracket 17..91 with a governed E > p−1 row is 17; W17 preserved,computation,"x=6, p=8=x+2, F_8={1..8,16}, a_v=−484/a_16=−644, E_row=8>7, B={2..8} with extensions {9..16}, S(W17,8) = −5158 = P−N = 6288−11446. Boundary-tight (E = n−p−1, n = 2p+1), sitting on the F1-EXT-1 face. [A1.1]","(extracted, best-effort, from provenance prose: retained_narrowed)","retained_narrowed — ADJ-T §3/T5. SOUND at exactly that bracket scope; must NEVER be cited as ""the smallest order at which the obstruction occurs"" — that value is 16. C3-F3's SPIDER-BLOCK(7,8) is the same tree up to relabelling, reached by disjoint means (ADJ-T D-2, ADJ-F §4.3)",exact computation,,,,
C3,R23B-C3-T5-07,"The smallest order carrying a governed row with E > p−1 is 16, with witness T16 preserved exactly",computation,"Positive half: T16, n=16, edges (0,1)(0,2)(0,3)(0,4)(0,5)(0,6)(1,7)(1,8)(1,9)(2,10)(2,11)(2,12)(7,13)(8,14)(9,15); i(T16)=[1,16,105,380,853,1259,1258,858,393,114,18,1]; x=5; p=7=x+2 governed; E_per_tag = {3,4,5,6,10,11,12: 7; 13,14,15: 5}, E_row = 7 > 6; argmax tag v=3, s_v=0, W_v={1,2,4,5,6}, B={4,5,6,10,11,12} ∈ C_6(v), N_{H_v}[B]={2,4,5,6,10,11,12}, extensions {1,7,8,9,13,14,15}; same row: S(T16,7) = −1690 = P−N = 2255−3945, F_7 = 10. Minimality half: two independent exhaustive sweeps, zero obstruction rows over all free trees of orders 4–15 (13,185 trees), p-truncation justified by the proved ceiling E ≤ n−p−1. [A1.1]","(extracted, best-effort, from provenance prose: retained_narrowed)","retained_narrowed — the lane's material obstruction result. ADJ-T R-C3 / §6 clause 2; ADJ-F §9(a) adopts it independently and re-derives every integer on its own instrument. Adjudicated twice re-verified: ADJ-T's own literal enumerator and ADJ-F's own instrument, over CRIT-T5-F's two. Registrable only as ""no smaller order found on two independent exhaustive sweeps""; never extrapolated. The order-1",exact computation,,,,
C3,R23B-C3-T5-07a,"Structural datum: T16's witness block is MIXED (three co-leaves of s_v plus three leaves of a different hub), so E = 7 < n−p−1 = 8 — strictly inside the trivial ceiling; and 2p = 14 < 15 = n−1, strictly below both retained positive faces",proved_informal,"The obstruction is not a boundary-tight phenomenon and is invisible to the isolated-active-block design principle both C3-T5 and C3-F3 used, which manufactures only E = n−p−1. No retained positive result covers T16. [A1.1]","(extracted, best-effort, from provenance prose: retained)","retained — ADJ-T R-C3(1)(2) and ADJ-F §9(a)(i)(ii), reached independently and in the same terms. This is the part that should reach the mathematics agent","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C3,R23B-C3-T5-R1,C3-T5's isolation/envelope/replay section,rejection/narrowing (see provenance),"The replay-fidelity certification is false as written. build_witness() emits no result_premise key; the published t5-report.json carries witness.result_premise = ""[A1.1] …""; both critic replays produce an identical digest differing in exactly that one key, every integer identical. WITNESS-R23B-T5-ORDER17.json is generated by no published instrument at all. The published replay command omits PYTHONDONTWRITEBYTECODE=1 and, executed verbatim, wrote into the sealed control/fixtures/ tree","(extracted, best-effort, from provenance prose: REJECTED)","REJECTED; sustained at MAJOR with an explicit escalation test — ADJ-T R-C2, D-4. The false certification is about bytes, not mathematics; the edit improves duty-6 compliance while breaking reproducibility. Not CRITICAL: no sealed byte was altered. ESCALATION TEST, recorded: this becomes CRITICAL the moment any downstream face cites t5-report.json or WITNESS-R23B-T5-ORDER17.json as instrument-gener","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
