id,status,evidence_grade,formal_award,canonical_statement,canonical_scope,surviving_premises_json,evidence_refs_json,source_occurrence_count,work_authority,next_action
E993-GRAPH-SINGLE-RANK-DELETION-SUFFICIENT,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"At q=p-2, any residual vertex a satisfying Delta_q(U-a)<=0 and Delta_(q-1)(U-N_U[a])<=0 certifies Delta_q(U)<=0.","Every finite ordinary graph with integer zero extension; conditional application to exact ordinary G1 tuples. Only the displayed ranks, not full tails.","[""An actual residual vertex a is chosen; no universal selection theorem is assumed."", ""At the single rank q=p-2, Delta_q(U-a)<=0 and Delta_(q-1)(U-N_U[a])<=0."", ""For a G1 application every original ordinary tuple guard remains present; no RTree transfer.""]","[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",4,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-G1-COMMON-CONNECTOR-LIFT-SUFFICIENT,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"For a recovering ordinary forest F at rank r, choose one root per component and put B=I(F), C=I(F-R). The common-connector tree has residual F and is a full G1 counterexample at p=r+2 whenever the explicit history L_k>=0 for 0<=k<=r, L_(r+1)<0, and explicit ambient expression G_r<0 given in REPORT.md hold.",Ordinary finite nonempty forests and the specified common-connector construction; sufficient root-profile inequalities retained verbatim; no assertion that a successful root set exists.,"[""F is a nonempty ordinary forest recovering at r: x(F)<r and Delta_r(F)>0."", ""Choose exactly one root from every component; R is that root set, B=I(F), C=I(F-R)."", ""For EVERY integer k with 0<=k<=r, L_k>=0; also L_(r+1)<0 and G_r<0."", ""L_k=Delta_k(B)+3*Delta_(k-1)(B)+Delta_(k-2)(B)+Delta_(k-1)(C)+2*Delta_(k-2)(C)."", ""G_r=Delta_(r+2)(B)+2*Delta_(r+1)(B)+Delta_(r+1)(C)+Delta_r(C)."", ""No theorem that a successful root set exists is admitted.""]","[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",2,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-G1-MINIMAL-CANONICAL-LIFT-IMPLIES-FOREST,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"If every minimum-order recovering ordinary forest has some recovery rank and one root per component satisfying the common-connector lift certificate, then unrestricted ordinary G1 implies FOREST.",Conditional logical implication over minimum-order recovering forests only; the minimal canonical-lift premise remains unproved; no RTree scope.,"[""E993-G1-MINIMAL-CANONICAL-RECOVERY-LIFT: EVERY minimum-order recovering ordinary forest admits SOME recovery rank and one root per component satisfying the full common-connector certificate. This premise remains OPEN."", ""Unrestricted ordinary G1 holds (the ordinary scope of E993-G1WIDE-NO-SIZE-CAP), if concluding FOREST."", ""No arbitrary prescribed-pair/canonical-lift equivalence or strict weakness is established; no RTree transport.""]","[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-RECOVERING-FOREST-MINIMUM-COMPONENT-DICHOTOMY,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"A minimum-order recovering ordinary forest is either a connected nonunimodal tree, or it has at least two components and every component is individually unimodal but nonTRS2.",Hypothetical minimum by vertex count among all recovering finite ordinary forests; conditional on existence; component TRS2 has its admitted positive-interval meaning.,"[""F is a hypothetical minimum by vertex count among all recovering ordinary forests."", ""A minimum is used only conditional on existence of a recovering forest; none is exhibited."", ""Component TRS2 uses the positive-interval-support meaning and the admitted LC-times-unimodal theorem, not false weak-nonpositive convolution persistence.""]","[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-G1-MINIMAL-CANONICAL-RECOVERY-LIFT,OPEN,open_unresolved_no_formal_award,False,Every minimum-order recovering finite ordinary forest F admits some recovery rank r and one root in each component such that the common-connector tree has x(T)=r+1 and Gamma<0 at p=r+2.,"Unproved root-profile premise used by C2-U2. The wrapper is restricted to a single common connector and a three-edge handle, with no added bare leaves. Smaller domain and restricted codomain do not establish logical weakness relative to arbitrary prescribed-pair lifting.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",2,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-G1-EXISTENTIAL-SINGLE-RANK-DELETION,OPEN,open_unresolved_no_formal_award,False,"For every exact ordinary G1 tuple, setting r=p-2 and U to its original-neighborhood residual, there exists a vertex a of U such that Delta_r(U-a)<=0 and Delta_(r-1)(U-N_U[a])<=0.","Every finite ordinary G1 tree tuple with the full frozen guards. Only the two displayed ranks; neither prescribed-root nor all-vertex quantification, and no full-tail premise.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",4,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-G1-COUNTEREXAMPLE-PGE6-RESIDUAL-GE2P,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"For every exact ordinary G1 tuple (T,v,s,g,p,U), if Delta_(p-2)(U)>0, then p>=6 and |U|>=2p.","Necessary region for a hypothetical ordinary G1 counterexample only. Uses inherited C1 p<=5 exclusion and the C2 first/second wide bands, including the second band's admitted literature dependency. Does not assert a counterexample exists.","[""Every original ordinary G1 handle, Gamma, size and strict first-descent guard holds."", ""The same tuple has positive target Delta_(p-2)(U)>0; existence is not asserted.""]","[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-G1-RANK-SCALED-MARGIN-FACTOR1,OPEN,controller_proof_proposal_pending_independent_C3_review,False,"For every full ordinary G1 tuple with a_r=i_r(U)>0, (r+1)*(-Delta_r(U))>=a_r.","A finite ordinary tree T with distinct leaf v, degree-two support s, other neighbor g; A=T-{v,s}, H=A-g, U=A-N_A[g]=T-(N_T[v] union N_T[g]); p=x(T)+1>=3, r=p-2, Gamma=Delta_p(A)+Delta_(p-1)(H)<0, |U|>2p-3=2r+1, and x(U)<r. This is a rank-dependent lower bound on the unscaled relative gap, with factor 1/(r+1).",[],[],3,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-GRAPH-SR2-MARGINAL-SUM-BOUNDS,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"For every finite simple graph F and natural r>=0, if D=Delta_r(F)<0, a_r>0, n>=r+1, and (r+1)*(-D)>=a_r, then sum_v B_v<=0 and sum_v A_v<0.",Conditional sum bounds only; n>=r+1 ensures a nonempty graph in this statement. No common vertex is asserted.,"[""For every finite simple graph F and natural r>=0, if D=Delta_r(F)<0, a_r>0, n>=r+1, and (r+1)*(-D)>=a_r, then sum_v B_v<=0 and sum_v A_v<0."", ""Conditional sum bounds only; n>=r+1 ensures a nonempty graph in this statement. No common vertex is asserted.""]","[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",3,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-FOREST-EARLIER-DESCENT-NEGATIVE-TARGET-IMPLIES-SR2,OPEN,controller_proof_proposal_pending_independent_C3_review,False,"For every finite ordinary forest F and natural r>=1, x(F)<r and Delta_r(F)<0 imply the existence of v with Delta_r(F-v)<=0 and Delta_(r-1)(F-N_F[v])<=0.","The earlier-descent strengthening explicitly mentioned by the correction, without adding an unstated ambient or size guard. Any further width-restricted variant must receive a separate statement.",[],[],3,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-R23-ORDINARY-FAVORABLE-LEAF-AGGREGATE,OPEN,imported_terminal_open_target_no_premise_admission,False,"For every finite ordinary tree T and every natural p>=x(T)+2, sum over all favorable ORIGINAL leaves v, defined by Delta_p(T-v)<0, of [Delta_(p-1)(T-{v,s_v})-Delta_(p-1)(T-N_T[s_v])]<=0.",Literal ordinary-tree aggregate. Each original leaf is a distinct tag even when supports coincide; higher-degree supports are included; the empty favorable set has sum zero.,[],[],1,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-C3-SELECTED-SUBSET-AVERAGE-SR2-BRIDGE,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"For a finite simple graph F, integer r, and nonempty L subset V(F), if Delta_r(F-v)<=0 for every v in L and sum_{v in L} Delta_(r-1)(F-N[v])<=0, then some v in L has both channels nonpositive and Delta_r(F)<=0.","Every finite simple graph, every integer r, and every nonempty selected vertex subset L; exact integer zero extension.","[""For a finite simple graph F, integer r, and nonempty L subset V(F), if Delta_r(F-v)<=0 for every v in L and sum_{v in L} Delta_(r-1)(F-N[v])<=0, then some v in L has both channels nonpositive and Delta_r(F)<=0."", ""Every finite simple graph, every integer r, and every nonempty selected vertex subset L; exact integer zero extension.""]","[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",1,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-C3-G1-TERMINAL-AVERAGE-SLICE,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,Every full ordinary G1 tuple satisfies its target if every degree-at-most-one residual vertex u has Delta_r(U-u)<=0 and the sum over those u of Delta_(r-1)(U-N_U[u]) is nonpositive.,"Full frozen ordinary G1 tuple, original neighborhoods and r=p-2 retained; the two displayed terminal conditions are additional hypotheses; no RTree transport.","[""Every full ordinary G1 tuple satisfies its target if every degree-at-most-one residual vertex u has Delta_r(U-u)<=0 and the sum over those u of Delta_(r-1)(U-N_U[u]) is nonpositive."", ""Full frozen ordinary G1 tuple, original neighborhoods and r=p-2 retained; the two displayed terminal conditions are additional hypotheses; no RTree transport.""]","[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",1,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-C3-PADDED-CONNECTOR-LIFT-CERTIFICATE,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"For any h>=0, adding h new leaves at g in the common-connector tree preserves residual F and gives H_h=(1+z)^h(B+zC), A_h=H_h+zB, and T_h=(1+2z)H_h+z(1+z)B; recovery at r plus the displayed complete J history and Gamma_(h,r)<0 yields a full ordinary G1 counterexample at p=r+2.","Ordinary finite nonempty forests, one root per component, explicit b-g-s-v handle, exactly h additional g-leaves, integer ranks r>=1; implication only; no RTree transport.","[""For any h>=0, adding h new leaves at g in the common-connector tree preserves residual F and gives H_h=(1+z)^h(B+zC), A_h=H_h+zB, and T_h=(1+2z)H_h+z(1+z)B; recovery at r plus the displayed complete J history and Gamma_(h,r)<0 yields a full ordinary G1 counterexample at p=r+2."", ""Ordinary finite nonempty forests, one root per component, explicit b-g-s-v handle, exactly h additional g-leaves, integer ranks r>=1; implication only; no RTree transport.""]","[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",1,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-C3-RECOVERY-RESTRICTED-UNBOUNDED-PADDING-RESCUE,OPEN,open_unresolved_no_formal_award,False,"For every fixed recovering forest/rank/root tuple, arbitrarily large numbers of added gateway leaves can retain x(T_h)=r+1 and hence rescue the same lift.","Positive universal mechanism claim for the explicit g-leaf padded common-connector family; fixed F,r,R with h unbounded.",[],"[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",1,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-C3-ROOT-AVERAGE-RECOVERY-LIFT-SUFFICIENT,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"For forest components F_i of orders n_i, let S_i=sum_j(n_i-j)i_j(F_i)z^j, Q=product_i S_i and M=product_i n_i. Across all one-root-per-component tuples, sum Gamma_(h,r)=Delta_(r+2)(mathcal H_h)+Delta_(r+1)(mathcal H_h)+M Delta_(r+1)(B), where mathcal H_h=(1+z)^h(MB+zQ). If F recovers at r, a negative sum plus valid J history for every root tuple guarantees a successful full-G1 lift root tuple.","All ordinary finite nonempty forests, all h>=0 and integer r>=1; sufficient criterion with explicit uniform-history premise; component-polynomial identity. Recovery x(F)<r and Delta_r(F)>0 is explicitly required for the full-G1 counterexample consequence, but not the identity.","[""For forest components F_i of orders n_i, let S_i=sum_j(n_i-j)i_j(F_i)z^j, Q=product_i S_i and M=product_i n_i. Across all one-root-per-component tuples, sum Gamma_(h,r)=Delta_(r+2)(mathcal H_h)+Delta_(r+1)(mathcal H_h)+M Delta_(r+1)(B), where mathcal H_h=(1+z)^h(MB+zQ). If F recovers at r, a negative sum plus valid J history for every root tuple guarantees a successful full-G1 lift root tuple."", ""All ordinary finite nonempty forests, all h>=0 and integer r>=1; sufficient criterion with explicit uniform-history premise; component-polynomial identity. Recovery x(F)<r and Delta_r(F)>0 is explicitly required for the full-G1 counterexample consequence, but not the identity.""]","[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",1,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-C3-SR2-DIAMETER-SELECTOR,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"Let F be a finite simple graph on n vertices and r be natural. If D=Delta_r(F)<0, i_r(F)>0, n>=r+1, (r+1)(-D)>=i_r(F), and max_v B_v-min_v B_v<=1-D, then some vertex v satisfies A_v<=0 and B_v<=0. If no such vertex exists, both B_v<=D-1 and B_w>=1 occur and max B-min B>=2-D.",Finite ordinary simple graphs with the displayed factor-one and rooted-channel-diameter premises; no claim that the diameter premise holds universally for forests or G1.,"[""Let F be a finite simple graph on n vertices and r be natural. If D=Delta_r(F)<0, i_r(F)>0, n>=r+1, (r+1)(-D)>=i_r(F), and max_v B_v-min_v B_v<=1-D, then some vertex v satisfies A_v<=0 and B_v<=0. If no such vertex exists, both B_v<=D-1 and B_w>=1 occur and max B-min B>=2-D."", ""Finite ordinary simple graphs with the displayed factor-one and rooted-channel-diameter premises; no claim that the diameter premise holds universally for forests or G1.""]","[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",1,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-C3-FACTOR1-IMPLIES-ORDINARY-G1,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"If the universal full-ordinary-G1 factor-one bound holds on every row with i_r(U)>0, then every full ordinary G1 tuple has Delta_r(U)<=0; rows with i_r(U)=0 already have i_(r+1)(U)=0 and target zero.","Logical implication between universal ordinary-G1 statements; all original guards retained, r=p-2>=1; no RTree transport and no proof of the antecedent.","[""If the universal full-ordinary-G1 factor-one bound holds on every row with i_r(U)>0, then every full ordinary G1 tuple has Delta_r(U)<=0; rows with i_r(U)=0 already have i_(r+1)(U)=0 and target zero."", ""Logical implication between universal ordinary-G1 statements; all original guards retained, r=p-2>=1; no RTree transport and no proof of the antecedent.""]","[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",2,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
E993-C3-ALIGN-IMPLIES-SR2-AND-G1,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"For an exact ordinary G1 tuple and one vertex a of U, max(tau(U-a),tau(U-N_U[a])+1)<=r implies the two nonpositive rank-r and rank-(r-1) deletion channels at that same a; hence existential ALIGN implies existential SR2 and the G1 sign.","One-way implication at exact ordinary-G1 scope; no converse, strict separation, prescribed-root assertion, or RTree scope.","[""For an exact ordinary G1 tuple and one vertex a of U, max(tau(U-a),tau(U-N_U[a])+1)<=r implies the two nonpositive rank-r and rank-(r-1) deletion channels at that same a; hence existential ALIGN implies existential SR2 and the G1 sign."", ""One-way implication at exact ordinary-G1 scope; no converse, strict separation, prescribed-root assertion, or RTree scope.""]","[{""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/CLAIMS.json"", ""sha256"": ""00ff9ed1decfe8b1793c92ca9dd34e727e7f8bcdd0171471a124b2319218b387""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/PROOFS.md"", ""sha256"": ""4dd97736cd5a7d9118011b0d242bc18c013457910d1f734a7ac0c566e9cdf17d""}, {""path"": ""cycles/cycle-3/stage6/C3-SYNTHESIS/RECONCILIATION.json"", ""sha256"": ""5d712542b170ff03306a7523bcf5705c851af3f09a011b19ba11ea1d87c1c95f""}]",2,REQUIRES NEW AUTHORIZATION,"Preserve the exact registered statement, scope and premises. See CONTINUATION-HANDOFF.md for research priorities; inherited program obligations are not automatically assigned to a new experiment."
