id,status,evidence_grade,formal_award,canonical_statement,canonical_scope,surviving_premises_json,evidence_refs_json,source_occurrence_count
E993-G1-RESIDUAL-ADMISSION-BOUND,VERIFIED,proved_informal_adjudicated_no_formal_award,False,"For any ordinary finite forest U and natural p, the two natural guards 2*p-3<|U| and x(U)<p-2 imply |U|>=2*x(U)+4.",Only the two residual guards; no ambient or sign sufficiency claimed.,[],[],0
E993-G1-EDGELESS-INELIGIBILITY,VERIFIED,proved_informal_adjudicated_no_formal_award,False,"For every natural n and every natural p, the edgeless graph E_n cannot satisfy both 2*p-3<n and x(E_n)<p-2; x(E_n)=ceil(n/2).","All n including zero; numerical admission impossibility, compatible with structural gateway realizability.",[],[],0
E993-INDEPENDENCE-POSITIVE-DELTA-SIZE,VERIFIED,proved_informal_adjudicated_no_formal_award,False,"For every finite ordinary graph H and integer r, Delta_r(H)>0 implies |H|>2*r+1.",All finite ordinary simple graphs; negative ranks included by coefficient zero extension.,[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",0
E993-G1-PRESCRIBED-RECOVERY-LIFT,OPEN,open_unresolved_no_formal_award,False,"For every finite ordinary forest F and integer recovery rank r with x(F)<r and Delta_r(F)>0, there is an ordinary handle tree T with residual isomorphic to F, x(T)=r+1 and Gamma<0 at p=r+2.",Universal prescribed forest/rank pair lifting; original neighborhoods and full graph/count transport.,[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",2
E993-G1-PRESCRIBED-LIFT-IMPLIES-FOREST,CONDITIONAL,proved_informal_implication_only_surviving_premises_no_formal_award,False,"If the universal prescribed-recovery lift holds and ordinary G1 holds, then every ordinary finite forest is weakly unimodal.",Logical implication retaining both antecedents; uses the positive-difference size theorem.,"[""E993-G1-PRESCRIBED-RECOVERY-LIFT"", ""ordinary scope of E993-G1WIDE-NO-SIZE-CAP""]",[],0
E993-INDEPENDENCE-UNIMODAL-IFF-NORECOVERY,VERIFIED,proved_informal_adjudicated_no_formal_award,False,"For a finite ordinary independence sequence, weak unimodality is equivalent to Delta_k<=0 at every integer k>=x.","Finite ordinary graph independence sequences, including the empty graph; first strict descent and zero tail conventions.",[],[],0
E993-FOREST-IMPLIES-ORDINARY-G1,CONDITIONAL,proved_informal_implication_only_surviving_premises_no_formal_award,False,"If every finite ordinary forest is weakly unimodal, then every exact ordinary G1 tuple satisfies its residual sign; equivalently by contraposition, any ordinary G1 counterexample has a nonunimodal residual forest.",One-way conjecture implication; retains FOREST antecedent; no RTree representation conclusion.,"[""E993-TGT-FOREST""]","[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",0
E993-G1-NONTRS2-CORE-REDUCTION,CONDITIONAL,proved_informal_implication_only_surviving_premises_no_formal_award,False,"For an ordinary finite forest F, if the coefficient product of all its nonTRS2 component occurrences is weakly unimodal, then F is weakly unimodal and its differences are nonpositive at/after x; hence the original G1 target holds whenever U=F.",Pointwise conditional core theorem; empty core product is [1]; all LC factors have positive interval support; exact ordinary component counts required.,"[""The entire nonTRS2 component product is weakly unimodal.""]",[],0
E993-FOREST-IFF-UNIVERSAL-NONTRS2-CORE,VERIFIED,proved_informal_adjudicated_no_formal_award,False,The assertion that every finite ordinary forest has a weakly unimodal product of its nonTRS2 component occurrences is equivalent to FOREST.,Universal premise-strength equivalence over all ordinary finite forests; neither side is asserted true.,[],[],0
E993-G1-ORDINARY-RTREE-TRANSPORT,OPEN,open_no_proof_no_formal_award,False,"Supply a complete representation and invariant-transport chain sufficient for the specific proposed ordinary/RTree G1 theorem transfer, including treehood, vertices/adjacency, independent-set counts, isomorphism, deletions, original neighborhoods, crossing and any K_A binder used.",Only the representation direction actually needed by a frozen target; no gratuitous universal two-way encoding requirement.,[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",0
E993-G1-GUARDS-IMPLY-RESIDUAL-LC,REFUTED,exact_counterevidence_adjudicated_no_formal_award,False,Every exact ordinary G1 tuple has an adjacent-log-concave residual independence sequence.,"Only the full-guard ordinary G1 population; adjacent LC at every rank, not local inequalities at one target rank.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-G1-GUARDS-IMPLY-COMPONENT-LC,REFUTED,exact_finite_computation_cross_reviewed_adjudicated_no_formal_award,False,Every component occurrence of the residual of every exact ordinary G1 tuple has an adjacent-log-concave independence sequence.,Full-guard ordinary population; componentwise LC is stronger than residual-product LC.,[],[],0
E993-G1-AT-MOST-ONE-NONTRS2-COMPONENT,REFUTED,exact_finite_computation_cross_reviewed_adjudicated_no_formal_award,False,Every exact ordinary G1 tuple has at most one nonTRS2 residual component occurrence.,"Component occurrences counted with multiplicity, not distinct isomorphism types.",[],[],0
E993-G1-RESIDUAL-MAXDEG-LE200,REFUTED,exact_finite_computation_cross_reviewed_adjudicated_no_formal_award,False,Every exact ordinary G1 tuple has residual maximum degree at most 200.,Ordinary G1 population; finite threshold 200 only. Consequence: all weaker upper caps d<=200 also fail.,[],[],0
E993-G1-RESIDUAL-BRANCHCOUNT-LE197,REFUTED,exact_finite_computation_cross_reviewed_adjudicated_no_formal_award,False,Every exact ordinary G1 tuple has at most 197 residual vertices of degree at least 3.,Ordinary G1 population; finite threshold 197 only; cited residual is subcubic.,[],[],0
E993-G1-CROSSING-GAP-LE39,REFUTED,exact_finite_computation_cross_reviewed_adjudicated_no_formal_award,False,Every exact ordinary G1 tuple satisfies (p-2)-x(U)<=39.,"Every exact ordinary G1 tuple; gap=(p-2)-x(U), finite threshold 39 only. Root supplied the originating definition and the 160P3 full-guard example.",[],[],0
E993-G1-TAIL-DIFFERENCES-NUMERICALLY-NONINCREASING,REFUTED,exact_finite_computation_cross_reviewed_adjudicated_no_formal_award,False,"For every exact ordinary G1 tuple and integers x(U)<=j<k<=p-2, Delta_k(U)<=Delta_j(U).","Numerical monotonicity only between first descent and the target rank, inclusive; refuted inside that interval by 80P3 at j=99,k=100,p=102,x(U)=80. Both differences are negative. No sign-no-recovery refutation.",[],[],0
E993-RECOVERING-FOREST-MINIMALITY-DELETION,CONDITIONAL,proved_informal_implication_only_surviving_premises_no_formal_award,False,"If an ordinary finite forest F is minimum in vertex count among all recovering forests, then every recovery rank k satisfies k<max(x(F-a),x(F-N_F[a])+1) for every vertex a.","Minimal among all recovering forests, not only connected trees or ambient G1 examples.","[""Existence of a recovering forest and minimum order among all recovering forests.""]",[],0
E993-G1-MINIMUM-TREE-COUNTEREXAMPLE-MULTICORE,CONDITIONAL,proved_informal_implication_only_surviving_premises_no_formal_award,False,"If T is a minimum-order counterexample to ordinary TREE unimodality and T has a failing exact G1 tuple, its residual has at least two nonLC component occurrences.","Minimum among TREE counterexamples, plus a failing G1 tuple on that same tree.","[""Minimum-order TREE counterexample T."", ""A failing exact G1 tuple on T.""]",[],0
E993-G1-MINIMUM-TREE-K25-SIZE,CONDITIONAL,proved_informal_implication_only_surviving_premises_no_formal_award,False,"Under the preceding minimum-TREE and failing-G1 premises, and the additional ordinary K25 hypothesis that every tree of order<=25 is LC, |U|>=52 and |T|>=56.",Exact ordinary K25 conditional size bound; two components may share one gateway.,"[""Minimum-order TREE counterexample T with failing G1 tuple."", ""Ordinary K25.""]",[],0
E993-GAPPED-ADJACENT-LC-TIMES-UNIMODAL,REFUTED,exact_finite_computation_cross_reviewed_adjudicated_no_formal_award,False,"For every nonzero finite nonnegative sequence a satisfying bare adjacent LC, with no interval-support condition, and every finite nonnegative weakly unimodal b, their convolution is weakly unimodal.","Abstract sequence scope. Witness a=[1,0,0,1], b=[1,1], product=[1,1,0,1,1].",[],[],0
E993-SINGLE-TAIL-SIGN-IMPLIES-NORECOVERY,REFUTED,exact_finite_computation_cross_reviewed_adjudicated_no_formal_award,False,"For every finite nonnegative positive-interval sequence a and q>=x(a), Delta_q(a)<=0 implies Delta_k(a)<=0 for every k>=x(a).","Abstract sequence mechanism; [1,4,3,5,1] has x=1, a nonpositive tail rank and later positive recovery relative to x. No forest realization.",[],[],0
E993-PATH-STRICT-DESCENT-WITHOUT-SUPPORT,REFUTED,exact_finite_computation_cross_reviewed_adjudicated_no_formal_award,False,"For every ordinary path P_n and every integer k>=x(P_n), Delta_k(P_n)<0.","Unrestricted integer tail without upper support bound; refuted by zero extension, explicitly P30 at k=16.",[],[],0
E993-FIRST-STRICT-DESCENT-IS-FIRST-MAXIMIZER,REFUTED,exact_finite_computation_cross_reviewed_adjudicated_no_formal_award,False,"For every finite ordinary path P_n, its first strict-descent index equals its first global maximizing coefficient index.","Path family, with plateaus allowed. P1 already has [1,1], first maximizer 0 and first strict descent 1; larger integral-root plateaus are also reported.",[],[],0
E993-G1-UNBOUNDED-ENDPOINT-PATH-CROSSING-FAILURES,VERIFIED,proved_informal_adjudicated_no_formal_award,False,"For every natural M there exists n>=max(20,M) with x(P_n)-x(P_(n-4))<2; equivalently, arbitrarily large endpoint-path tuples fail the strict residual crossing guard.",Positive infinitude/unboundedness theorem for the complement of the eligible path set; floor/plateau conventions retained.,[],[],0
E993-G1-RESIDUAL-AMBIENT-DEPENDENCE-WITNESSES,VERIFIED,exact_finite_computation_cross_reviewed_adjudicated_no_formal_award,False,"There exist displayed ordinary handle constructions with the same residual forest whose different root/gateway/bare-g-leaf data change the reported ambient Gamma, x(T), target rank, or eligibility; the six-added-g-leaf comparison retains an order-30 residual while p changes 12 to 15 and size slack 9 to 3, and reported root substitutions can reach crossing equality.",Only the admitted finite comparisons. The six-leaf example establishes changes of ambient/rank data; separate equality-boundary examples establish eligibility dependence.,[],[],0
E993-R23-LITERAL-ACTUAL-TREE-FIXED-GAMMA-HALL,REFUTED,imported_exact_informal_graph_proof_and_independent_finite_replay,False,"For every eligible finite ordinary tree and rank in the r23 semantic contract, the literal fixed Delete/Retag relation Gamma_actual satisfies Hall's subset inequality.",Literal ordinary-tree instantiation fixed by the r23 semantic contract; not every legacy governed RTree encoding. A changed or enlarged relation is a different claim.,[],[],0
E993-GRAPH-FIRST-WIDE-SHARP-CLASSIFICATION,VERIFIED,formally_verified,True,"For every finite simple graph G and natural r>=1 with |V(G)|=2r+2, Delta_r(G)>0 iff G has at most one edge.","All finite simple graphs; exact first-wide cardinality, not all larger cardinalities.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}, {""path"": ""runs/lean-2026-09-20/THEOREM-CONTRACT.yaml"", ""sha256"": ""cefa43a16f47adb113e623795665555250830fd3465be6d8b7b1377b76e87327""}, {""path"": ""runs/lean-2026-09-20/LeanProject/LeanProof/Main.lean"", ""sha256"": ""beabf73950968ea22e71fb7b02a946eb849b7cdce3a0541fa80a59f7bc485d89""}, {""path"": ""runs/lean-2026-09-20/RECEIPTS/formalization.json"", ""sha256"": ""371232b24ddde2762b2282aa723f1a6a0884d5d6950abdec5176ca91c2bd2b20""}, {""path"": ""runs/lean-2026-09-20/RECEIPTS/kernel-verification.json"", ""sha256"": ""8417c0a5d551d4729a61440405f40df3b9acfff3a44550af34e7b143dba48cc2""}, {""path"": ""runs/lean-2026-09-20/RECEIPTS/fidelity-audit.json"", ""sha256"": ""39d5d4f25ef25da78a1e99cf32f344a5632e9245cb82a360b7140f5870e1fa8b""}, {""path"": ""runs/lean-2026-09-20/RECEIPTS/informal-audit.json"", ""sha256"": ""99f7e1203a2ba1b8135f59ef0b452731473d9d324b9a9635b62c6da7c673b74b""}, {""path"": ""runs/lean-2026-09-20/VERIFICATION-REPORT.json"", ""sha256"": ""9a84e1ba6ebda06f42ab78c90c53c4f5e644f5c9726879f7ce0ddd699cec7b16""}, {""path"": ""runs/lean-2026-09-20/EVIDENCE/C2-LEAN-FIDELITY/REPORT.md"", ""sha256"": ""03a3e5513d87cf6cec00f1e7516661e68a58d7a3abf30d1f215e13c639ba761e""}, {""path"": ""runs/lean-2026-09-20/EVIDENCE/C2-LEAN-FIDELITY/ATTESTATION.json"", ""sha256"": ""5e88fecfb2b559be0370f9b144ed1c660be5092d02a74a78ab68846f6167672d""}]",3
E993-GRAPH-FIRST-WIDE-CROSSING-SIGN,VERIFIED,formally_verified,True,"For every finite simple graph G and natural r>=1, |V(G)|=2r+2 and x(G)<r imply Delta_r(G)<=0.",All finite simple graphs with exact first strict-descent guard; no ambient tuple needed.,[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}, {""path"": ""runs/lean-2026-09-20/THEOREM-CONTRACT.yaml"", ""sha256"": ""cefa43a16f47adb113e623795665555250830fd3465be6d8b7b1377b76e87327""}, {""path"": ""runs/lean-2026-09-20/LeanProject/LeanProof/Main.lean"", ""sha256"": ""beabf73950968ea22e71fb7b02a946eb849b7cdce3a0541fa80a59f7bc485d89""}, {""path"": ""runs/lean-2026-09-20/RECEIPTS/formalization.json"", ""sha256"": ""371232b24ddde2762b2282aa723f1a6a0884d5d6950abdec5176ca91c2bd2b20""}, {""path"": ""runs/lean-2026-09-20/RECEIPTS/kernel-verification.json"", ""sha256"": ""8417c0a5d551d4729a61440405f40df3b9acfff3a44550af34e7b143dba48cc2""}, {""path"": ""runs/lean-2026-09-20/RECEIPTS/fidelity-audit.json"", ""sha256"": ""39d5d4f25ef25da78a1e99cf32f344a5632e9245cb82a360b7140f5870e1fa8b""}, {""path"": ""runs/lean-2026-09-20/RECEIPTS/informal-audit.json"", ""sha256"": ""99f7e1203a2ba1b8135f59ef0b452731473d9d324b9a9635b62c6da7c673b74b""}, {""path"": ""runs/lean-2026-09-20/VERIFICATION-REPORT.json"", ""sha256"": ""9a84e1ba6ebda06f42ab78c90c53c4f5e644f5c9726879f7ce0ddd699cec7b16""}, {""path"": ""runs/lean-2026-09-20/EVIDENCE/C2-LEAN-FIDELITY/REPORT.md"", ""sha256"": ""03a3e5513d87cf6cec00f1e7516661e68a58d7a3abf30d1f215e13c639ba761e""}, {""path"": ""runs/lean-2026-09-20/EVIDENCE/C2-LEAN-FIDELITY/ATTESTATION.json"", ""sha256"": ""5e88fecfb2b559be0370f9b144ed1c660be5092d02a74a78ab68846f6167672d""}]",1
E993-GRAPH-COVER-TAIL-CERTIFICATE,VERIFIED,proved_informal_adjudicated_no_formal_award,False,"Let G be a nonempty finite simple graph with n vertices, independence number alpha, vertex-cover number vc=n-alpha, and integers r>=1,d>=2 with n=2r+d. If vc*(r+d-1)>=n*(d-1), then Delta_r(G)<=0.","Conditional structural tail bound; vc is vertex-cover number, not the deletion-tail onset tau.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",2
E993-G1-ODD-BROOM-EXACT-FAMILY,VERIFIED,proved_informal_adjudicated_no_formal_award,False,"For every integer t>=0, let m=2t+1, U_m be a star center with m leaves and a six-edge tail, and T_m be obtained by attaching q-g-s-v to that center through q. Then every original ordinary G1 guard holds, x(U_m)=t+2, x(T_m)=t+4, p=t+5, r=t+3, |U_m|=m+7=2p-2, Gamma<0 and Delta_r(U_m)<0.","Exact actual odd-broom family at every t>=0, with original neighborhoods and marked leaf v; ordinary graph scope only.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-G1-UNBOUNDED-DEGREE-ODD-BROOMS,VERIFIED,proved_informal_adjudicated_no_formal_award,False,For every natural bound M there is a fully guarded ordinary odd-broom G1 tuple at |U|=2p-2 whose residual maximum degree exceeds M and whose target difference is negative.,"Positive unbounded witness theorem, proposed consequence of C2-P04 since maxdeg(U_m)=m+1.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-G1-ODD-BROOM-VANISHING-RELATIVE-GAP,VERIFIED,proved_informal_adjudicated_no_formal_award,False,"For every real epsilon>0 there exists a fully guarded ordinary odd-broom tuple with Delta_r(U)<0 and 0<-Delta_r(U)/i_r(U)<epsilon. For t>=8, u=t-7>=1, the proposed explicit bound is 0<-Delta_r(U)/i_r(U)<=8648640/(21*u).","Actual family C2-P04, r=t+3; i_r(U)>0 is explicit. On its negative target max(i_r,i_(r+1))=i_r.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-K26-POWERS-LOGCONCAVE,VERIFIED,proved_informal_adjudicated_no_formal_award,False,"For the fixed B=I(K(3,4,4)), B^k is adjacent log-concave with positive interval support for every integer k>=2.",Fixed order-26 tree only; graph meaning is k disjoint copies; no varying-core or all-tree claim.,[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",2
E993-G1-K26-REPETITION-LC-BACKGROUND,VERIFIED,proved_informal_adjudicated_no_formal_award,False,"For every integer k>=0 and ordinary finite forest L whose independence sequence is LC, F=k copies of K(3,4,4) disjoint L is weakly unimodal and has Delta_j(F)<=0 for all j>=x(F); hence exact ordinary G1 holds when U is isomorphic to F.","Fixed K26 component repetitions, arbitrary LC forest background, empty/repeated factors allowed; LC background remains an explicit structural hypothesis.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-TREE-VARYING-BASE-FIXED-POWER-OBSTRUCTION,VERIFIED,proved_informal_adjudicated_no_formal_award,False,"For every positive integer k there exists an ordinary finite tree B_a, specifically a=k+6, such that I(B_a)^k is not LC. B_a has one center, three adjacent hubs and a length-two arms at each hub, order6a+4; the proposed penultimate margin is k*((k+1)*s^2/2-b)<0 with s=3*(2^a+a), b=3*(a*2^(a-1)+choose(a,2))+3*(2^a+a)^2+2^(3a).",Positive quantified varying-base witness theorem; base depends on k. The power counts a forest of k disjoint copies; all-k G1 eligibility is not asserted.,[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",2
